Date,Open,High,Low,Close,Adj Close,Volume,3_days_before_change
2021-05-04,39.459999,39.555,37.799999,39.369999,39.369999,1222700,0.9151557182705717
2021-05-03,42.439999,42.439999,39.84,40.310001,40.310001,943600,0.9052324703622833
2021-04-30,42.459999,43.810001,42.130001,42.459999,42.459999,1789900,0.9469223684210526
2021-04-29,45.009998,45.049999,42.091,43.02,43.02,1117400,0.954938977912075
2021-04-28,44.310001,44.950001,43.509998,44.529999,44.529999,992800,1.0532166521574422
2021-04-27,45.099998,45.639999,43.400002,44.84,44.84,1105500,1.0917944971999027
2021-04-26,42.5,45.549999,42.5,45.049999,45.049999,1248400,1.1096059413598987
2021-04-23,41.459999,42.360001,41.18,42.279999,42.279999,574800,1.0725520331076628
2021-04-22,40.84,42.259998,40.41,41.07,41.07,805700,1.008843060890274
2021-04-21,38.98,40.68,38.560001,40.599998,40.599998,742800,0.9602648760705979
2021-04-20,40.610001,41.540001,38.93,39.419998,39.419998,952700,0.9053743016680226
2021-04-19,41.43,42.839001,40.009998,40.709999,40.709999,951200,0.9692856904761905
2021-04-16,43.509998,43.509998,41.32,42.279999,42.279999,833200,0.9805194800677058
2021-04-15,42.849998,44.099998,41.91,43.540001,43.540001,1152300,1.0421254677387617
2021-04-14,43.419998,44.970001,41.619999,42.0,42.0,1313300,0.9988109631108434
2021-04-13,42.209999,43.43,41.990002,43.119999,43.119999,1421500,1.0095996256052358
2021-04-12,41.549999,42.240002,40.880001,41.779999,41.779999,791900,0.9898128403177644
2021-04-09,42.459999,42.549999,40.740002,42.049999,42.049999,1048200,0.9959734250124721
2021-04-08,42.630001,43.419998,41.93,42.709999,42.709999,831200,1.0279181715503773
2021-04-07,42.450001,42.759998,41.582001,42.209999,42.209999,947800,1.0252611379772232
2021-04-06,41.23,42.950001,40.849998,42.220001,42.220001,1819400,1.0494655978125778
2021-04-05,41.630001,42.419998,40.650002,41.549999,41.549999,1033000,1.100953810230323
2021-04-01,41.900002,42.5,40.700001,41.169998,41.169998,1450300,1.1088068109666898
2021-03-31,38.880001,41.310001,38.799999,40.23,40.23,1747100,1.0457499078307795
2021-03-30,36.529999,38.529999,35.310001,37.740002,37.740002,1543000,0.9620189140963549
2021-03-29,39.5,39.509998,36.130001,37.130001,37.130001,1979900,0.9634146350956245
2021-03-26,39.130001,40.32,37.080002,38.470001,38.470001,1496900,0.9236494394406032
2021-03-25,37.360001,39.57,36.720001,39.23,39.23,1388200,0.9298412166352503
2021-03-24,41.869999,42.0,38.299999,38.540001,38.540001,1134300,0.9358912336085478
2021-03-23,42.009998,42.674999,40.911999,41.650002,41.650002,1097000,1.108892462489551
2021-03-22,41.57,42.889999,40.880001,42.189999,42.189999,1509000,1.0328029636623237
2021-03-19,38.040001,41.59,37.68,41.18,41.18,2406000,1.0051256771997636
2021-03-18,37.5,39.310001,36.75,37.560001,37.560001,3925100,0.887943307043577
2021-03-17,39.450001,41.889999,38.52,40.849998,40.849998,1848900,0.9670927098914437
2021-03-16,42.990002,43.77,40.130001,40.970001,40.970001,1464100,0.9834373739798369
2021-03-15,42.849998,43.169998,41.77,42.299999,42.299999,981200,1.118160104776098
2021-03-12,40.73,42.41,39.849998,42.240002,42.240002,1734500,1.130318521014678
2021-03-11,39.93,41.939999,39.279999,41.66,41.66,2300100,1.2224177686374549
2021-03-10,38.720001,39.450001,36.880001,37.830002,37.830002,2045000,1.0061171279849537
2021-03-09,36.0,38.02,36.0,37.369999,37.369999,2114500,0.9795543129984633
2021-03-08,37.470001,38.34,33.68,34.080002,34.080002,2393900,0.814726281868215
2021-03-05,38.360001,38.360001,33.669998,37.599998,37.599998,2968200,0.8063477845518382
2021-03-04,41.259998,42.290001,36.389999,38.150002,38.150002,2639300,0.809978845434346
2021-03-03,46.450001,47.080002,41.189999,41.830002,41.830002,2046500,0.9349575353170526
2021-03-02,47.52,47.990002,46.209999,46.630001,46.630001,1144100,1.054977374321779
2021-03-01,45.610001,47.75,45.380001,47.099998,47.099998,1159500,0.9853556273086951
2021-02-26,44.540001,46.470001,43.130001,44.740002,44.740002,1369600,0.9338343143393864
2021-02-25,47.439999,48.740002,43.060001,44.200001,44.200001,1777900,0.9113402268041237
2021-02-24,47.860001,47.950001,45.27,47.799999,47.799999,1352500,0.9187007480050116
2021-02-23,45.330002,48.07,41.865002,47.91,47.91,2242200,0.9281286502930772
2021-02-22,51.0,52.080002,47.900002,48.5,48.5,1215400,0.9043445663929784
2021-02-19,52.18,53.919998,51.619999,52.029999,52.029999,1794300,0.9393392298129486
2021-02-18,52.5,52.715,51.009998,51.619999,51.619999,1660800,0.9123364647459715
2021-02-17,54.279999,55.380001,52.400002,53.630001,53.630001,1202900,0.9552903803934873
2021-02-16,57.549999,58.360001,55.299999,55.389999,55.389999,974600,1.0009034875316227
2021-02-12,55.68,56.639999,54.869999,56.580002,56.580002,945000,1.0207469240483493
2021-02-11,56.59,57.360001,55.404999,56.139999,56.139999,769200,1.0008914066678551
2021-02-10,56.009998,57.110001,54.220001,55.34,55.34,1203900,1.0063647569970993
2021-02-09,56.509998,57.560001,55.400002,55.43,55.43,836300,1.0257216686580002
2021-02-08,56.360001,57.32,55.689999,56.09,56.09,1130300,1.054719819481008
2021-02-05,54.580002,55.290001,54.049999,54.990002,54.990002,665000,1.0359834198951234
2021-02-04,53.759998,54.700001,53.380001,54.040001,54.040001,870800,1.067562269213004
2021-02-03,54.0,54.57,52.25,53.18,53.18,849600,1.0913195156987483
2021-02-02,51.810001,53.830002,51.240002,53.080002,53.080002,1570400,1.0892674327929408
2021-02-01,49.599998,51.07,49.209999,50.619999,50.619999,1026400,1.0473825140747977
2021-01-29,48.540001,51.080002,47.334,48.73,48.73,1882300,1.0175402175305954
2021-01-28,47.98,49.279999,47.550999,48.73,48.73,1195400,1.0141519461842237
2021-01-27,47.0,50.720001,45.200001,48.330002,48.330002,1886900,0.9889503374043449
2021-01-26,47.939999,48.66,47.709999,47.889999,47.889999,773500,0.9900764934892805
2021-01-25,49.990002,50.099998,47.330002,48.049999,48.049999,882000,0.972081711511228
2021-01-22,47.91,48.990002,47.759998,48.869999,48.869999,597900,1.013900373155594
2021-01-21,49.91,50.119999,47.689999,48.369999,48.369999,862900,1.0616768643178915
2021-01-20,49.709999,50.259998,48.630001,49.43,49.43,1447300,1.051254785197788
2021-01-19,46.0,49.66,46.0,48.200001,48.200001,1956400,1.0619079546575887
2021-01-15,47.18,48.549999,45.470001,45.560001,45.560001,1312400,1.0146993089220797
2021-01-14,45.740002,47.431999,45.560001,47.02,47.02,1034600,1.0705829267114266
2021-01-13,45.200001,46.259998,44.98,45.389999,45.389999,648500,1.0195417565139264
2021-01-12,43.740002,45.150002,43.619999,44.900002,44.900002,767900,1.068793242979921
2021-01-11,43.400002,44.610001,42.869999,43.919998,43.919998,1586600,1.101303833969312
2021-01-08,42.470001,45.25,42.450001,44.52,44.52,2010600,1.075362266890712
2021-01-07,40.459999,42.18,40.450001,42.009998,42.009998,1047900,1.019165380418113
2021-01-06,40.799999,42.310001,39.419998,39.880001,39.880001,2611300,0.956354917113791
2021-01-05,41.23,41.990002,40.849998,41.400002,41.400002,696900,0.9657103560930804
2021-01-04,42.529999,42.564999,39.880001,41.220001,41.220001,1413800,0.9519630935788245
2020-12-31,42.91,42.990002,41.5,41.700001,41.700001,1117200,0.9430122129576614
2020-12-30,43.919998,44.48,42.650002,42.869999,42.869999,1096100,0.9307424678518786
2020-12-29,44.419998,45.25,42.59,43.299999,43.299999,1182000,0.9364186229922742
2020-12-28,46.990002,46.990002,43.709999,44.220001,44.220001,1342100,0.947706836690956
2020-12-24,46.16,47.950001,45.650002,46.060001,46.060001,457700,1.0231008662816525
2020-12-23,46.740002,47.220001,45.639999,46.240002,46.240002,1068500,1.0227826370887554
2020-12-22,45.400002,48.290001,45.07,46.66,46.66,1901400,1.0382732763300684
2020-12-21,44.25,45.799999,44.189999,45.02,45.02,1710500,0.9753032928942809
2020-12-18,44.799999,45.77,43.689999,45.209999,45.209999,1651700,1.0080267785073258
2020-12-17,46.119999,46.139999,44.529999,44.939999,44.939999,2100700,1.0172023313716614
2020-12-16,44.849998,46.563,44.779999,46.16,46.16,1437100,1.0672832369942196
2020-12-15,44.310001,45.099998,43.869999,44.849998,44.849998,1466700,1.044723922664803
2020-12-14,43.349998,44.509998,42.619999,44.18,44.18,1938500,1.0718097750652649
2020-12-11,42.880001,43.759998,42.240002,43.25,43.25,1316800,1.0543637250121891
2020-12-10,40.880001,43.200001,40.540001,42.93,42.93,1468500,1.0509180441085946
2020-12-09,41.169998,44.130001,40.77,41.220001,41.220001,2421500,1.0093046278158668
2020-12-08,40.810001,41.790001,40.220001,41.02,41.02,2265200,1.2676142995174817
2020-12-07,41.119999,43.900002,39.619999,40.849998,40.849998,4392900,1.1916569192432007
2020-12-04,39.529999,41.48,37.5,40.84,40.84,12234000,1.174238101616967
2020-12-03,34.790001,35.59,32.009998,32.360001,32.360001,3869100,0.9401511586374873
2020-12-02,34.330002,35.029999,33.549,34.279999,34.279999,1337700,1.0026323487169448
2020-12-01,34.830002,35.040001,33.869999,34.779999,34.779999,1219200,1.0555386326088425
2020-11-30,35.0,35.790001,33.450001,34.419998,34.419998,1811700,1.0555043527904218
2020-11-27,33.5,34.970001,33.369999,34.189999,34.189999,1292500,1.0802527330173777
2020-11-25,32.52,33.060001,31.77,32.950001,32.950001,1365300,1.0574454749679076
2020-11-24,31.76,33.0,31.190001,32.610001,32.610001,1440000,1.082669319964498
2020-11-23,31.299999,32.07,30.83,31.65,31.65,927700,1.075798776342624
2020-11-20,30.34,31.620001,30.1,31.16,31.16,997700,1.042838053642505
2020-11-19,29.18,30.57,29.049999,30.120001,30.120001,840200,1.0155091368846931
2020-11-18,30.120001,30.530001,29.360001,29.42,29.42,879300,0.9735274974694738
2020-11-17,29.74,30.129999,29.045,29.879999,29.879999,853000,0.9986630681818182
2020-11-16,29.969999,30.389999,29.030001,29.66,29.66,821700,0.9916415914409896
2020-11-13,30.290001,30.67,29.82,30.219999,30.219999,808700,1.07353460035524
2020-11-12,30.139999,30.669001,29.65,29.92,29.92,824600,1.027825454214172
2020-11-11,28.84,30.379999,28.502001,29.91,29.91,1129800,0.9946790821416694
2020-11-10,28.67,28.950001,26.715,28.15,28.15,1049000,0.929042934951912
2020-11-09,29.549999,30.48,29.09,29.110001,29.110001,984400,1.0121697148817803
2020-11-06,30.25,30.639999,29.469999,30.07,30.07,788500,1.1270614692653673
2020-11-05,29.73,30.67,29.67,30.299999,30.299999,981600,1.1348313807179258
2020-11-04,27.799999,29.309999,27.690001,28.76,28.76,955900,1.0612546125461255
2020-11-03,26.93,27.33,26.41,26.68,26.68,640200,0.9228640608785887
2020-11-02,27.120001,27.68,25.9,26.700001,26.700001,829900,0.9461375601040949
2020-10-30,28.33,28.434999,26.34,27.1,27.1,1735700,0.9271296613068766
2020-10-29,28.450001,29.23,28.045,28.91,28.91,927800,0.9993086761147598
2020-10-28,28.639999,28.665001,27.6,28.219999,28.219999,771000,0.9690933389734431
2020-10-27,29.33,30.15,28.77,29.23,29.23,1097200,1.0195326124869202
2020-10-26,29.0,29.690001,28.200001,28.93,28.93,959800,1.0031206657420249
2020-10-23,28.75,29.200001,27.905001,29.120001,29.120001,714400,0.9674418936877075
2020-10-22,29.0,29.139999,27.77,28.67,28.67,728700,0.9323577235772358
2020-10-21,30.280001,30.540001,28.598,28.84,28.84,814100,0.9468155268160054
2020-10-20,30.9,31.25,30.02,30.1,30.1,929800,0.9907834427512654
2020-10-19,30.83,31.219999,30.521,30.75,30.75,2193300,1.0016286318687742
2020-10-16,30.52,31.049999,30.200001,30.459999,30.459999,1760600,0.9886400515624814
2020-10-15,30.0,30.860001,29.690001,30.379999,30.379999,1122300,1.0036339279814999
2020-10-14,30.98,30.98,30.129999,30.700001,30.700001,636700,1.039268786754611
2020-10-13,30.360001,30.9,29.861,30.809999,30.809999,1288900,1.0384226154364677
2020-10-12,30.0,30.67,29.84,30.27,30.27,1260900,1.0285423037716617
2020-10-09,29.75,29.9,29.32,29.540001,29.540001,2939600,1.0419753439153439
2020-10-08,29.879999,30.24,29.43,29.67,29.67,938000,1.0547458604602153
2020-10-07,28.549999,29.73,28.41,29.43,29.43,1004600,1.0651466183549263
2020-10-06,28.17,28.950001,28.110001,28.35,28.35,1211400,1.020151096791972
2020-10-05,27.73,28.25,27.334999,28.129999,28.129999,1400500,1.037624417645724
2020-10-02,27.059999,28.040001,26.707001,27.629999,27.629999,1528300,1.0087623223352438
2020-10-01,27.469999,27.99,27.32,27.790001,27.790001,1420400,1.030022275759822
2020-09-30,27.18,27.48,26.75,27.110001,27.110001,1779800,1.0230189056603773
2020-09-29,27.16,27.59,26.791,27.389999,27.389999,1012400,1.0745389956845823
2020-09-28,26.940001,27.469999,26.59,26.98,26.98,1146700,1.0368946963873944
2020-09-25,25.67,26.549999,25.538,26.5,26.5,771100,0.9891750283995884
2020-09-24,25.35,25.99,24.92,25.49,25.49,1106200,0.9507646755227405
2020-09-23,27.219999,27.530001,25.85,26.02,26.02,1612500,1.0479258960934354
2020-09-22,26.76,26.922001,25.860001,26.790001,26.790001,1897000,1.1120797426317974
2020-09-21,24.370001,26.959999,24.290001,26.809999,26.809999,2977900,1.0987704508196723
